Tspan3,-0.116108929,-0.057822367,0.159559863
Havcr2,-3.788962815,-0.374203782,0.785640064
Zfp36,-0.021811632,-0.204639844,1.810910732
Slc2a1,-1.375495557,0.319029823,0.331315558
Alcam,-3.912689379,0.52132019,0.189943535
Sat1,-1.919163713,-0.206079425,0.771771414
Tfrc,-2.226954697,0.586168637,0.701773462
4833407H14Rik,-2.299330753,0.084829256,0.01035788
Vmp1,-1.115035095,0.094525527,0.053613692
Nfkbid,-1.107630775,-0.384022065,0.662098479
Gimap6,-0.475335565,-0.366155614,0.723717561
Lamc1,-1.859821355,1.239231239,1.016847427
Adam19,-0.273199518,0.410341976,0.906130757
Nr4a1,-1.062400041,0.248370176,0.025117071
Cflar,-1.508426351,-0.281833095,2.192865088
Hsph1,0.89721245,0.03423205,0.053580918
Prf1,-3.516988365,0.003362822,0.028206245
Camk2n1,-2.406435026,-0.753104932,1.288149351
Rexo5,-1.030992315,0.117535459,0.213293265
Fam49a,-0.226026621,-0.367359806,0.799062163
Rgs3,-1.380216369,0.255723696,0.633163435
Ly6a,-0.973806084,-0.600334293,0.780852957
Gbp2,0.010593448,-0.424715692,0.765061359
F730043M19Rik,-2.226954697,-1.403355694,0.868899897
Pmaip1,-0.542373683,0.282652501,0.959423761
Mir155hg,-1.87297408,-0.690531228,0.585792985
P4ha1,-0.692609851,0.191223496,0.64057081
Chsy1,-0.864570162,0.307100902,0.221076216
Ppm1m,-0.013810353,-0.079243928,0.227120971
Ppp1r15a,-0.426896466,-0.206410735,0.359600468
Glipr1,-0.906712486,0.250697786,0.121093318
Sap30,-0.17820505,0.039584474,0.348694174
Aen,-0.289173638,-0.09146529,0.254293409
Ifi209,0.197645235,-0.380488768,1.235214172
Apol7e,-0.632684454,-0.350109498,0.446157903
Gbp3,-0.605380185,-0.364263473,0.595193999
Samhd1,-0.186758459,-0.54964005,1.206170591
Lilrb4a,-0.749082101,0.323008438,0.286626945
Gadd45b,-1.71264658,-0.744087323,0.769004843
Mdm2,-0.972098626,-0.107495942,0.627287685
Igtp,-0.257298223,-0.334308868,0.677402629
Slc2a3,-3.111808791,-0.313530671,1.30920782
Gimap5,-0.504937365,-0.428166225,0.752369544
Klra1,7.053816073,1.426232338,0.484457871
5830411N06Rik,6.847365195,2.69369814,0.823097687
Igsf23,4.966353232,0.193836895,0.041118262
Gpr15,4.847365195,0.851332619,0.672115973
1810006J02Rik,4.613243481,0.192601874,0.101011091
Dhrs3,4.58433079,1.195127421,0.888527113
Tmem176b,4.468853572,1.023100845,0.978244777
Tmem176a,4.421547857,0.435790333,0.814942956
Klra7,4.355642962,1.812658059,0.527651384
Ramp1,4.125965859,0.468294269,0.829771208
Tyrobp,4.114188691,0.831701915,1.304825059
Klra6,4.081830449,2.021310506,0.650622452
Gas7,3.85880009,0.886498807,0.285515842
Spsb1,3.826010155,0.36421871,0.520530483
Atp1b1,3.782962163,0.098193209,0.344479433
Tns1,3.610872577,1.047267441,1.743546836
Trbv13-3,3.578478063,0.05428053,0.022323441
Patj,3.561962977,-0.358240009,0.672724304
Lyn,3.432327696,0.595605278,0.801747279
Pakap,3.394852991,-0.201811782,0.869323373
Cd7,3.333787328,0.321196681,0.075115302
Car2,3.298928571,-0.176216264,0.306910548
Fcer1g,3.257349467,0.90343963,1.014612262
Trat1,3.173397689,0.276768252,0.592950234
Dtx4,3.162192234,-0.488298199,0.953896089
Trf,3.146925477,0.811986943,0.620977134
Cdh1,3.076536149,1.101328378,0.442744274
Gm20186,3.021394595,-0.478975386,0.897018011
Lrig1,2.983426745,-0.096153164,1.221543937
Rflnb,2.961893583,-0.144486991,0.212539719
Epcam,2.941606569,0.344582749,0.479936797
Pygl,2.831423652,0.847595656,1.701411167
Klra5,2.805089504,1.969987431,1.538841391
Ldlrad4,2.738460632,0.491219006,0.378529362
Gm20559,2.682978377,-0.333493684,1.229195748
Ighm,2.676295652,0.181496582,0.098796735
Sema4b,2.645731334,-0.018636549,0.103140817
Trerf1,2.616410761,0.493711101,0.459692772
Samd3,2.60903123,0.938245679,0.303472788
Nt5e,2.600957108,0.123438306,0.68371097
Nrarp,2.578082642,0.583602419,0.546169813
Bmyc,2.558650242,0.088970381,0.013168419
Tubb2a,2.483067431,0.34158713,1.008661933
Itgae,2.401498304,0.421119456,0.431321779
Tcf7,2.317190777,-0.075474997,0.217671264
Cebpb,2.259712174,0.210663734,0.35534351
Klf3,2.247913285,-0.14893966,0.403785711
Clec2i,2.159525514,0.151127969,0.351062312
Ier5l,1.958918117,0.814030987,0.241479532
Rgs10,1.886273723,0.160389009,0.101862521
Elmsan1,1.858127975,-0.080782273,1.128402573
Ass1,1.817122059,0.581380524,0.700144141
